no,term,uri,label,definition,ontologyShort,ontology,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
125,reproduction,http://purl.obolibrary.org/obo/GO_0019953,sexual reproduction,A reproduction process that creates a new organism by combining the genetic material of two gametes which may come from two organisms or from a single organism in the case of self-fertilizing hermaphrodites e.g. C. elegans or self-fertilization in plants. It occurs both in eukaryotes and prokaryotes: in multicellular eukaryotic organisms an individual is created anew in prokaryotes the initial cell has additional or transformed genetic material. In a process called genetic recombination genetic material (DNA) originating from two gametes join up so that homologous sequences are aligned with each other and this is followed by exchange of genetic information. After the new recombinant chromosome is formed it is passed on to progeny.Sexual reproduction may be seen as the regular alternation in the life cycle of haplontic diplontic and diplohaplontic organisms of meiosis and fertilization which provides for the production offspring. In diplontic organisms there is a life cycle in which the products of meiosis behave directly as gametes fusing to form a zygote from which the diploid or sexually reproductive polyploid adult organism will develop. In diplohaplontic organisms a haploid phase (gametophyte) exists in the life cycle between meiosis and fertilization (e.g. higher plants many algae and Fungi) the products of meiosis are spores that develop as haploid individuals from which haploid gametes develop to form a diploid zygote diplohaplontic organisms show an alternation of haploid and diploid generations. In haplontic organisms meiosis occurs in the zygote giving rise to four haploid cells (e.g. many algae and protozoa) only the zygote is diploid and this may form a resistant spore tiding organisms over hard times.,NIFSTD,http://data.bioontology.org/ontologies/NIFSTD,0,0,1,1,0,0,0,0,0,0,0,0
126,reproduction,http://purl.obolibrary.org/obo/GO_0019953,sexual reproduction,A reproduction process that creates a new organism by combining the genetic material of two organisms. It occurs both in eukaryotes and prokaryotes: in multicellular eukaryotic organisms an individual is created anew in prokaryotes the initial cell has additional or transformed genetic material. In a process called genetic recombination genetic material (DNA) originating from two different individuals (parents) join up so that homologous sequences are aligned with each other and this is followed by exchange of genetic information. After the new recombinant chromosome is formed it is passed on to progeny.Sexual reproduction may be seen as the regular alternation in the life cycle of haplontic diplontic and diplohaplontic organisms of meiosis and fertilization which provides for the production offspring. In diplontic organisms there is a life cycle in which the products of meiosis behave directly as gametes fusing to form a zygote from which the diploid or sexually reproductive polyploid adult organism will develop. In diplohaplontic organisms a haploid phase (gametophyte) exists in the life cycle between meiosis and fertilization (e.g. higher plants many algae and Fungi) the products of meiosis are spores that develop as haploid individuals from which haploid gametes develop to form a diploid zygote diplohaplontic organisms show an alternation of haploid and diploid generations. In haplontic organisms meiosis occurs in the zygote giving rise to four haploid cells (e.g. many algae and protozoa) only the zygote is diploid and this may form a resistant spore tiding organisms over hard times.,FB-DV,http://data.bioontology.org/ontologies/FB-DV,0,0,1,1,0,0,0,0,0,0,0,0
127,reproduction,http://purl.obolibrary.org/obo/GO_0019953,sexual reproduction,A reproduction process that creates a new organism by combining the genetic material of two gametes which may come from two organisms or from a single organism in the case of self-fertilizing hermaphrodites e.g. C. elegans or self-fertilization in plants. It occurs both in eukaryotes and prokaryotes: in multicellular eukaryotic organisms an individual is created anew in prokaryotes the initial cell has additional or transformed genetic material. In a process called genetic recombination genetic material (DNA) originating from two gametes join up so that homologous sequences are aligned with each other and this is followed by exchange of genetic information. After the new recombinant chromosome is formed it is passed on to progeny.Sexual reproduction may be seen as the regular alternation in the life cycle of haplontic diplontic and diplohaplontic organisms of meiosis and fertilization which provides for the production offspring. In diplontic organisms there is a life cycle in which the products of meiosis behave directly as gametes fusing to form a zygote from which the diploid or sexually reproductive polyploid adult organism will develop. In diplohaplontic organisms a haploid phase (gametophyte) exists in the life cycle between meiosis and fertilization (e.g. higher plants many algae and Fungi) the products of meiosis are spores that develop as haploid individuals from which haploid gametes develop to form a diploid zygote diplohaplontic organisms show an alternation of haploid and diploid generations. In haplontic organisms meiosis occurs in the zygote giving rise to four haploid cells (e.g. many algae and protozoa) only the zygote is diploid and this may form a resistant spore tiding organisms over hard times.,PLANA,http://data.bioontology.org/ontologies/PLANA,0,0,1,1,0,0,0,0,0,0,0,0
128,,,,,,,,,,,,,,,,,,
129,defence/defense,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61556,Defense,Protection from harm.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,1,0,0,0,0,0,0,0,0
130,defence/defense,http://www.projecthalo.com/aura#Defense,Defense,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,1,0,0,0,0,0,0,0,0
131,defence/defense,http://purl.obolibrary.org/obo/SIBO_0000145,Defense,,SIBO,http://data.bioontology.org/ontologies/SIBO,0,0,0,1,0,0,0,0,0,0,0,0
132,defence/defense,http://purl.obolibrary.org/obo/NBO_0000636,protective behavior,,NBO,http://data.bioontology.org/ontologies/NBO,0,0,0,1,0,0,0,0,0,0,0,0
133,defence/defense,http://purl.obolibrary.org/obo/NBO_0000636,protective behavior,,UPHENO,http://data.bioontology.org/ontologies/UPHENO,0,0,0,1,0,0,0,0,0,0,0,0
134,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,defense response,Reactions triggered in response to the presence of a foreign body or the occurrence of an injury which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.,GO-EXT,http://data.bioontology.org/ontologies/GO-EXT,0,0,0,1,0,0,0,0,0,0,0,0
135,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,defense response,,UBERON,http://data.bioontology.org/ontologies/UBERON,0,0,0,1,0,0,0,0,0,0,0,0
136,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,defense response,Reactions triggered in response to the presence of a foreign body or the occurrence of an injury which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.,CL,http://data.bioontology.org/ontologies/CL,0,0,0,1,0,0,0,0,0,0,0,0
137,defence/defense,http://purl.jp/bio/4/id/200906066455656386,biological defense,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,1,0,0,0,0,0,0,0,0
138,defence/defense,http://purl.jp/bio/4/id/201006003689151724,defense response,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,1,0,0,0,0,0,0,0,0
139,defence/defense,http://purl.obolibrary.org/obo/MFOMD_0000167,defense mechanism,Automatic psychological process that protects the individual against anxiety and from awareness of internal or external stressors or dangers.\\n\\n\\nDSM-IV-TR (american Psychiatric Association),MFOMD,http://data.bioontology.org/ontologies/MFOMD,0,0,0,1,0,0,0,0,0,0,0,0
140,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,defense response,Reactions triggered in response to the presence of a foreign body or the occurrence of an injury which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.,NIFSTD,http://data.bioontology.org/ontologies/NIFSTD,0,0,0,1,0,0,0,0,0,0,0,0
141,defence/defense,http://phenomebrowser.net/ontologies/mesh/mesh.owl#D003674,Defense Mechanisms,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,0,0,1,0,0,0,0,0,0,0,0
142,defence/defense,http://phenomebrowser.net/ontologies/mesh/mesh.owl#F01.393,Defense Mechanisms,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,0,0,1,0,0,0,0,0,0,0,0
143,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,defense response,,CLO,http://data.bioontology.org/ontologies/CLO,0,0,0,1,0,0,0,0,0,0,0,0
144,defence/defense,http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Defense_Mechanisms,Defense Mechanisms,Any intrapsychic strategies that serve to provide\\nrelief from emotional conflict or frustration or\\nfrom unreasonable or undesirable thoughts which\\nlead to anxiety distress or depression.,APAONTO,http://data.bioontology.org/ontologies/APAONTO,0,0,0,1,0,0,0,0,0,0,0,0
145,defence/defense,http://id.loc.gov/authorities/subjects/sh85119726,Self-defense,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,0,0,0,1,0,0,0,0,0,0,0,0
146,defence/defense,http://purl.org/obo/owl/GO#GO_0006952,defense response,,BIOMODELS,http://data.bioontology.org/ontologies/BIOMODELS,0,0,0,1,0,0,0,0,0,0,0,0
147,defence/defense,http://doe-generated-ontology.com/OntoAD#C1154988,defense response,Reactions triggered in response to the presence of a foreign body or the occurrence of an injury which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack. GOC:go_curators (source : GO),ONTOAD,http://data.bioontology.org/ontologies/ONTOAD,0,0,0,1,0,0,0,0,0,0,0,0
148,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,defense response,Reactions triggered in response to the presence of a foreign body or the occurrence of an injury which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.,UPHENO,http://data.bioontology.org/ontologies/UPHENO,0,0,0,1,0,0,0,0,0,0,0,0
149,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,defense response,Reactions triggered in response to the presence of a foreign body or the occurrence of an injury which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.,PHAGE,http://data.bioontology.org/ontologies/PHAGE,0,0,0,1,0,0,0,0,0,0,0,0
150,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,"""defense response""",,FTC,http://data.bioontology.org/ontologies/FTC,0,0,0,1,0,0,0,0,0,0,0,0
151,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,defense response,,OBA,http://data.bioontology.org/ontologies/OBA,0,0,0,1,0,0,0,0,0,0,0,0
152,defence/defense,http://purl.obolibrary.org/obo/GO_0006952,defense response,Reactions triggered in response to the presence of a foreign body or the occurrence of an injury which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.,NIGO,http://data.bioontology.org/ontologies/NIGO,0,0,0,1,0,0,0,0,0,0,0,0
153,,,,,,,,,,,,,,,,,,
154,biodiversity,http://purl.bioontology.org/ontology/MESH/D044822,Biodiversity,The variety of all native living organisms and their various forms and interrelationships.,MESH,http://data.bioontology.org/ontologies/MESH,0,1,0,0,0,0,0,0,0,0,0,0
155,biodiversity,http://edamontology.org/topic_3050,Biodiversity,The degree of variation of life forms within a given ecosystem biome or an entire planet.,EDAM,http://data.bioontology.org/ontologies/EDAM,0,1,0,0,0,0,0,0,0,0,0,0
156,biodiversity,http://purl.jp/bio/4/id/200906077888434703,Biodiversity,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,1,0,0,0,0,0,0,0,0,0,0
157,biodiversity,http://phenomebrowser.net/ontologies/mesh/mesh.owl#D044822,Biodiversity,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,1,0,0,0,0,0,0,0,0,0,0
158,biodiversity,http://phenomebrowser.net/ontologies/mesh/mesh.owl#N06.230.124.049,Biodiversity,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,1,0,0,0,0,0,0,0,0,0,0
159,biodiversity,http://phenomebrowser.net/ontologies/mesh/mesh.owl#G16.500.275.157.049,Biodiversity,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,1,0,0,0,0,0,0,0,0,0,0
160,biodiversity,http://edamontology.org/topic_3050,Biodiversity,,SWO,http://data.bioontology.org/ontologies/SWO,0,1,0,0,0,0,0,0,0,0,0,0
161,biodiversity,http://localhost/plosthes.2017-1#4462,Biodiversity,,PLOSTHES,http://data.bioontology.org/ontologies/PLOSTHES,0,1,0,0,0,0,0,0,0,0,0,0
162,biodiversity,http://sweetontology.net/phenEcology/Biodiversity,Biodiversity,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,1,0,0,0,0,0,0,0,0,0,0
163,biodiversity,http://id.loc.gov/authorities/subjects/sh87005569,Biodiversity,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,0,1,0,0,0,0,0,0,0,0,0,0
164,biodiversity,http://edamontology.org/topic_3050,Biodiversity,Topic concerning the degree of variation of life forms within a given ecosystem biome or an entire planet.,BMT,http://data.bioontology.org/ontologies/BMT,0,1,0,0,0,0,0,0,0,0,0,0
165,biodiversity,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biodiversity,"""Its the degree of veriation of life forms within a given ""species ecosystem biome or planet.\\nSource: wikipedia.org",CCON,http://data.bioontology.org/ontologies/CCON,0,1,0,0,0,0,0,0,0,0,0,0
166,,,,,,,,,,,,,,,,,,
167,phenotypical plasticity,http://purl.jp/bio/4/id/201106096753732901,Phenotypic plasticity,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,1,0,0,0,0,0,0,0
168,phenotypical plasticity,http://purl.bioontology.org/ontology/SNOMEDCT/417641001,Plasticity,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,1,0,0,0,0,0,0,0
169,phenotypical plasticity,http://sweetontology.net/propMass/Plasticity,Plasticity,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,0,0,0,1,0,0,0,0,0,0,0
170,phenotypical plasticity,http://id.loc.gov/authorities/subjects/sh85103150,Plasticity,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,0,0,0,0,1,0,0,0,0,0,0,0
171,phenotypical plasticity,http://purl.bioontology.org/ontology/MESH/D000066670,Cell Plasticity,The ability of a cell to change its PHENOTYPE in response to changes in the environment.,MESH,http://data.bioontology.org/ontologies/MESH,0,0,0,0,1,0,0,0,0,0,0,0
172,phenotypical plasticity,http://purl.jp/bio/4/id/201606009399923416,Cell Plasticity,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,1,0,0,0,0,0,0,0
173,phenotypical plasticity,http://purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.owl#cno_0000097,plasticity mechanism,a synapse model component that relates to plasticity models.,CNO,http://data.bioontology.org/ontologies/CNO,0,0,0,0,1,0,0,0,0,0,0,0
174,phenotypical plasticity,http://purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.owl#cno_0000011,plasticity model,a defined type of model that describes the mechanisms underlying the plasticity of the nervous system.,CNO,http://data.bioontology.org/ontologies/CNO,0,0,0,0,1,0,0,0,0,0,0,0
175,phenotypical plasticity,http://purl.obolibrary.org/obo/OBA_0000141,synaptic plasticity,,OBA,http://data.bioontology.org/ontologies/OBA,0,0,0,0,1,0,0,0,0,0,0,0
176,phenotypical plasticity,http://purl.org/obo/owlEOL_0001833,soil plasticity,,EOL,http://data.bioontology.org/ontologies/EOL,0,0,0,0,1,0,0,0,0,0,0,0
177,phenotypical plasticity,http://purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.owl#cno_0000007,phenomenological plasticity model,long term plasticity model that is based on an input-output relationship between neuronal activity and synaptic plasticity. This type of model does not explicitly account for the biochemistry and physiology leading to synaptic plasticity.,CNO_ACRONYM,http://data.bioontology.org/ontologies/CNO_ACRONYM,0,0,0,0,1,0,0,0,0,0,0,0
178,,,,,,,,,,,,,,,,,,
179,survival,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17177,Survival,Continuance of life or existence especially under adverse conditions includes methods and philosophy of survival.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,0,0,0,0,0,0,0,1
180,survival,http://purl.bioontology.org/ontology/MESH/D013534,Survival,Continuance of life or existence especially under adverse conditions includes methods and philosophy of survival.,MESH,http://data.bioontology.org/ontologies/MESH,0,0,0,0,0,0,0,0,0,0,0,1
181,survival,http://purl.jp/bio/4/id/200906041398292736,Survival,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,0,0,0,0,0,1
182,survival,http://www.cancerdata.org/roo/C100014,Survival,Elapsed time that a person has been alive since a related observation procedure event or finding.,ROO,http://data.bioontology.org/ontologies/ROO,0,0,0,0,0,0,0,0,0,0,0,1
183,survival,http://phenomebrowser.net/ontologies/mesh/mesh.owl#I03.784,Survival,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,0,0,0,0,0,0,0,0,0,0,1
184,survival,http://phenomebrowser.net/ontologies/mesh/mesh.owl#D013534,Survival,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,0,0,0,0,0,0,0,0,0,0,1
185,survival,http://sweetontology.net/phenBiol/Survival,Survival,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,0,0,0,0,0,0,0,0,0,0,1
186,survival,http://id.loc.gov/authorities/subjects/sh85130882,Survival,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,0,0,0,0,0,0,0,0,0,0,0,1
187,survival,http://www.semanticweb.org/rjyy/ontologies/2015/5/ESSO#Survival,Survival,,ESSO,http://data.bioontology.org/ontologies/ESSO,0,0,0,0,0,0,0,0,0,0,0,1
188,survival,http://purl.obolibrary.org/obo/ERO_0001915,survival,,ERO,http://data.bioontology.org/ontologies/ERO,0,0,0,0,0,0,0,0,0,0,0,1
189,survival,http://purl.obolibrary.org/obo/MFO_0002000,survival,,MFO,http://data.bioontology.org/ontologies/MFO,0,0,0,0,0,0,0,0,0,0,0,1
190,survival,http://purl.bioontology.org/ontology/IDODEN_0003751,survival,The state or fact of continuing to live or exist typically in spite of an accident ordeal or difficult circumstances.,IDODEN,http://data.bioontology.org/ontologies/IDODEN,0,0,0,0,0,0,0,0,0,0,0,1
191,survival,http://purl.obolibrary.org/obo/NCIT_C17177,Survival,Continuance of life or existence especially under adverse conditions includes methods and philosophy of survival.,PREMEDONTO,http://data.bioontology.org/ontologies/PREMEDONTO,0,0,0,0,0,0,0,0,0,0,0,1
192,survival,http://www.semanticweb.org/alan/ontologies/2013/8/untitled-ontology-9#Survival,Survival,,DLORO,http://data.bioontology.org/ontologies/DLORO,0,0,0,0,0,0,0,0,0,0,0,1
193,survival,http://regenbase.org/ontology#RB_0000212,survival,The process of remaining alive or in existence.,RB,http://data.bioontology.org/ontologies/RB,0,0,0,0,0,0,0,0,0,0,0,1
194,survival,http://www.semanticweb.org/ADMO#survival,survival,,ADMO,http://data.bioontology.org/ontologies/ADMO,0,0,0,0,0,0,0,0,0,0,0,1
195,,,,,,,,,,,,,,,,,,
196,ecological impact,http://purl.jp/bio/4/id/201306061251591898,ecological impact assessment,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
197,,,,,,,,,,,,,,,,,,
198,impact,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C122929,Impact,The effect or consequence of an event or condition.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,0,0,1,0,0,0,0,1
199,impact,http://purl.obolibrary.org/obo/MS_1002077,impact,"""Bruker Daltonics impact: ESI Q-TOF Nanospray APCI APPI ""GC-APCI CaptiveSpray.",MS,http://data.bioontology.org/ontologies/MS,0,0,0,0,0,0,1,0,0,0,0,1
200,impact,http://sweetontology.net/propOrdinal/Impact,Impact,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,0,0,0,0,0,1,0,0,0,0,1
201,impact,http://id.loc.gov/authorities/subjects/sh85064599,Impact,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,0,0,0,0,0,0,1,0,0,0,0,1
202,impact,http://data.bnf.fr/ark:/12148/cb119778695,Impact,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,0,0,0,0,0,0,1,0,0,0,0,1
203,impact,http://purl.obolibrary.org/obo/NCIT_C122929,Impact,The effect or consequence of an event or condition.,PREMEDONTO,http://data.bioontology.org/ontologies/PREMEDONTO,0,0,0,0,0,0,1,0,0,0,0,1
204,impact,http://purl.bioontology.org/ontology/SNOMEDCT/285677002,Mechanical impact,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,0,0,1,0,0,0,0,1
205,impact,http://purl.bioontology.org/ontology/SNOMEDCT/262533004,Impact bruising,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,0,0,1,0,0,0,0,1
206,impact,http://purl.bioontology.org/ontology/LNC/LP89764-2,Wandering - impact,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,0,0,0,1,0,0,0,0,1
207,impact,http://purl.bioontology.org/ontology/LNC/MTHU031776,Wandering - impact,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,0,0,0,1,0,0,0,0,1
208,impact,http://purl.bioontology.org/ontology/RCD/Xa3CT,Mechanical impact,,RCD,http://data.bioontology.org/ontologies/RCD,0,0,0,0,0,0,1,0,0,0,0,1
209,impact,http://purl.bioontology.org/ontology/RCD/XA00a,Impact bruising,,RCD,http://data.bioontology.org/ontologies/RCD,0,0,0,0,0,0,1,0,0,0,0,1
210,impact,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16222,Psychological Impact,"The impact of sickness on the mental wellbeing of both the ""patient and the patients family.""",NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,0,0,1,0,0,0,0,1
211,impact,http://purl.obolibrary.org/obo/ENVO_01001066,impact event,An impact event is a collision between astronomical objects resulting in changes in one or both of those objects.,ENVO,http://data.bioontology.org/ontologies/ENVO,0,0,0,0,0,0,1,0,0,0,0,1
212,impact,http://purl.jp/bio/4/id/201306069019965871,Human impact,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
213,impact,http://purl.jp/bio/4/id/200906093987875946,impact load,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
214,,,,,,,,,,,,,,,,,,
215,ecological,http://www.bioontology.org/pma.owl#PMA_1969,Ecological,"""complex of organisms forming a community together with all interacting physical factors of the environment to form a single functioning unit.""",PMA,http://data.bioontology.org/ontologies/PMA,0,0,0,0,0,0,1,0,0,0,0,1
216,ecological,http://purl.bioontology.org/ontology/SNOMEDCT/288559001,Ecological environment,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,0,0,1,0,0,0,0,1
217,ecological,http://purl.bioontology.org/ontology/RCD/Xa4CX,Ecological environment,,RCD,http://data.bioontology.org/ontologies/RCD,0,0,0,0,0,0,1,0,0,0,0,1
218,ecological,http://purl.obolibrary.org/obo/PCO_0000002,ecological community,A community of at least two different species living in a particular area. Must have at least two populations of different species as members.,ENVO,http://data.bioontology.org/ontologies/ENVO,0,0,0,0,0,0,1,0,0,0,0,1
219,ecological,http://purl.obolibrary.org/obo/ENVO_01000930,ecological corridor,An ecosystem which bridges two or more adjoining ecosystems and through which organisms may move or propagate.Ecological corridors may or may not provide habitats for the organisms which move through them. They serve to mitigate the effects of habitat fragmentation by allowing genetic exchange between populations that would otherwise be separated by e.g. human activity.,ENVO,http://data.bioontology.org/ontologies/ENVO,0,0,0,0,0,0,1,0,0,0,0,1
220,ecological,http://purl.obolibrary.org/obo/ENVO_01001404,ecological province,An environmental zone which is of larger scale than an ecoregion and which include ecosystems determined by presence of distinct biota that have at least some cohesion over evolutionary time frames. Provinces will hold some level of endemism principally at the level of species. Although historical isolation will play a role many of these distinct biota have arisen as a result of distinctive abiotic features that circumscribe their boundaries. These may include geomorphological features (isolated island and shelf systems semi-enclosed seas) hydrographic features (currents upwellings ice dynamics) or geochemical influences (broadest-scale elements of nutrient supply and salinity).â Examples include Cold Temperate Northeast Pacific Tropical Northwestern Atlantic and Cold Temperate Northeast Pacific.,ENVO,http://data.bioontology.org/ontologies/ENVO,0,0,0,0,0,0,1,0,0,0,0,1
221,ecological,http://purl.jp/bio/4/id/201006070445846258,ecological environment,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
222,ecological,http://purl.jp/bio/4/id/201106052535621866,Ecological restoration,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
223,ecological,http://purl.jp/bio/4/id/201306054757552037,ecological anthropology,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
224,ecological,http://purl.jp/bio/4/id/201006022015797020,ecological crisis,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
225,ecological,http://purl.jp/bio/4/id/201406032606725766,Ecological status,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
226,ecological,http://purl.jp/bio/4/id/201306048427019928,ecological psychology,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
227,ecological,http://purl.jp/bio/4/id/201306060399328596,ecological factors,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
228,ecological,http://purl.jp/bio/4/id/201206016783794018,ecological modernization,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
229,ecological,http://purl.jp/bio/4/id/200906087292778770,ecological isolation,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
230,ecological,http://purl.jp/bio/4/id/201406061827960093,ecological effects,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
231,ecological,http://purl.jp/bio/4/id/201006040044458585,ecological hydrology,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
232,ecological,http://purl.jp/bio/4/id/200906010699308570,ecological model,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
233,ecological,http://purl.jp/bio/4/id/201506043838889896,Ecological speciation,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
234,ecological,http://purl.jp/bio/4/id/201106029772866650,ecological network,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
235,ecological,http://purl.jp/bio/4/id/201106081571989187,ecological economics,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
236,ecological,http://purl.jp/bio/4/id/200906054499271971,ecological succession,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
237,ecological,http://purl.jp/bio/4/id/201306028054443839,ecological genetics,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
238,ecological,http://purl.jp/bio/4/id/201406032251178246,ecological assessment,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
239,ecological,http://purl.jp/bio/4/id/201306067056108684,Ecological indicators,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
240,ecological,http://purl.jp/bio/4/id/200906028296807786,ecological service,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
241,ecological,http://purl.jp/bio/4/id/201106075066005768,Ecological risk,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,0,1,0,0,0,0,1
242,ecological,http://purl.obolibrary.org/obo/PCO_0000002,ecological community,A community of at least two different species living in a particular area. Must have at least two populations of different species as members.,ECSO,http://data.bioontology.org/ontologies/ECSO,0,0,0,0,0,0,1,0,0,0,0,1
243,ecological,http://purl.obolibrary.org/obo/ENVO_01000930,ecological corridor,An ecosystem which bridges two or more adjoining ecosystems and through which organisms may move or propagate.Ecological corridors may or may not provide habitats for the organisms which move through them. They serve to mitigate the effects of habitat fragmentation by allowing genetic exchange between populations that would otherwise be separated by e.g. human activity.,ECSO,http://data.bioontology.org/ontologies/ECSO,0,0,0,0,0,0,1,0,0,0,0,1
244,ecological,http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Ecological_Factors,Ecological Factors,Elements involved in relations between organisms\\nand their natural environments.,APAONTO,http://data.bioontology.org/ontologies/APAONTO,0,0,0,0,0,0,1,0,0,0,0,1
